AGGIORNAMENTO,CODICE_ISTAT,COMUNE,PROVINCIA,POSITIVI,NEGATIVI
2020-05-23,67001,ALBA ADRIATICA,TE,17,384
2020-05-23,67003,ARSITA,TE,5,84
2020-05-23,67004,ATRI,TE,86,1370
2020-05-23,67005,BASCIANO,TE,3,117
2020-05-23,67006,BELLANTE,TE,10,333
2020-05-23,67007,BISENTI,TE,15,247
2020-05-23,67008,CAMPLI,TE,8,420
2020-05-23,67009,CANZANO,TE,2,65
2020-05-23,67011,CASTELLALTO,TE,6,363
2020-05-23,67012,CASTELLI,TE,2,45
2020-05-23,67013,CASTIGLIONE MESSER RAIMONDO,TE,83,664
2020-05-23,67014,CASTILENTI,TE,58,414
2020-05-23,67015,CELLINO ATTANASIO,TE,13,128
2020-05-23,67016,CERMIGNANO,TE,12,84
2020-05-23,67017,CIVITELLA DEL TRONTO,TE,1,276
2020-05-23,67018,COLLEDARA,TE,1,102
2020-05-23,67019,COLONNELLA,TE,17,63
2020-05-23,67021,CORROPOLI,TE,1,146
2020-05-23,67025,GIULIANOVA,TE,31,1425
2020-05-23,67026,ISOLA DEL GRAN SASSO D'ITALIA,TE,7,292
2020-05-23,67047,MARTINSICURO,TE,9,355
2020-05-23,67027,MONTEFINO,TE,25,171
2020-05-23,67028,MONTORIO AL VOMANO,TE,9,495
2020-05-23,67029,MORRO D'ORO,TE,1,116
2020-05-23,67030,MOSCIANO SANT'ANGELO,TE,5,405
2020-05-23,67031,NERETO,TE,8,314
2020-05-23,67032,NOTARESCO,TE,17,303
2020-05-23,67033,PENNA SANT'ANDREA,TE,7,71
2020-05-23,67035,PINETO,TE,60,1000
2020-05-23,67037,ROSETO DEGLI ABRUZZI,TE,29,903
2020-05-23,67038,SANT'EGIDIO ALLA VIBRATA,TE,9,283
2020-05-23,67039,SANT'OMERO,TE,1,354
2020-05-23,67040,SILVI,TE,15,663
2020-05-23,67041,TERAMO,TE,180,5643
2020-05-23,67043,TORRICELLA SICURA,TE,16,211
2020-05-23,67044,TORTORETO,TE,2,458
2020-05-23,67045,TOSSICIA,TE,2,60
2020-05-23,67046,VALLE CASTELLANA,TE,3,27
2020-05-23,67002,ANCARANO,TE,0,62
2020-05-23,67010,CASTEL CASTAGNA,TE,0,18
2020-05-23,67020,CONTROGUERRA,TE,0,56
2020-05-23,67022,CORTINO,TE,0,29
2020-05-23,67023,CROGNALETO,TE,0,39
2020-05-23,67024,FANO ADRIANO,TE,0,7
2020-05-23,67034,PIETRACAMELA,TE,0,12
2020-05-23,67036,ROCCA SANTA MARIA,TE,0,22
2020-05-23,67042,TORANO NUOVO,TE,0,44
