AGGIORNAMENTO,CODICE_ISTAT,COMUNE,PROVINCIA,POSITIVI,NEGATIVI
2020-07-13,67001,ALBA ADRIATICA,TE,25,669
2020-07-13,67003,ARSITA,TE,5,105
2020-07-13,67004,ATRI,TE,86,2057
2020-07-13,67005,BASCIANO,TE,3,220
2020-07-13,67006,BELLANTE,TE,10,592
2020-07-13,67007,BISENTI,TE,15,373
2020-07-13,67008,CAMPLI,TE,8,717
2020-07-13,67009,CANZANO,TE,2,135
2020-07-13,67011,CASTELLALTO,TE,6,740
2020-07-13,67012,CASTELLI,TE,2,79
2020-07-13,67013,CASTIGLIONE MESSER RAIMONDO,TE,85,771
2020-07-13,67014,CASTILENTI,TE,62,486
2020-07-13,67015,CELLINO ATTANASIO,TE,13,220
2020-07-13,67016,CERMIGNANO,TE,10,159
2020-07-13,67017,CIVITELLA DEL TRONTO,TE,1,402
2020-07-13,67018,COLLEDARA,TE,1,168
2020-07-13,67019,COLONNELLA,TE,22,142
2020-07-13,67021,CORROPOLI,TE,1,277
2020-07-13,67025,GIULIANOVA,TE,31,2735
2020-07-13,67026,ISOLA DEL GRAN SASSO D'ITALIA,TE,7,482
2020-07-13,67047,MARTINSICURO,TE,14,707
2020-07-13,67027,MONTEFINO,TE,25,223
2020-07-13,67028,MONTORIO AL VOMANO,TE,9,883
2020-07-13,67029,MORRO D'ORO,TE,1,257
2020-07-13,67030,MOSCIANO SANT'ANGELO,TE,3,732
2020-07-13,67031,NERETO,TE,8,594
2020-07-13,67032,NOTARESCO,TE,14,531
2020-07-13,67033,PENNA SANT'ANDREA,TE,7,131
2020-07-13,67035,PINETO,TE,62,1651
2020-07-13,67037,ROSETO DEGLI ABRUZZI,TE,29,1706
2020-07-13,67038,SANT'EGIDIO ALLA VIBRATA,TE,9,523
2020-07-13,67039,SANT'OMERO,TE,1,678
2020-07-13,67040,SILVI,TE,16,1179
2020-07-13,67041,TERAMO,TE,185,8985
2020-07-13,67043,TORRICELLA SICURA,TE,19,346
2020-07-13,67044,TORTORETO,TE,2,724
2020-07-13,67045,TOSSICIA,TE,2,116
2020-07-13,67046,VALLE CASTELLANA,TE,3,35
2020-07-13,67002,ANCARANO,TE,0,112
2020-07-13,67010,CASTEL CASTAGNA,TE,0,32
2020-07-13,67020,CONTROGUERRA,TE,0,132
2020-07-13,67022,CORTINO,TE,0,50
2020-07-13,67023,CROGNALETO,TE,0,74
2020-07-13,67024,FANO ADRIANO,TE,0,20
2020-07-13,67034,PIETRACAMELA,TE,0,19
2020-07-13,67036,ROCCA SANTA MARIA,TE,0,36
2020-07-13,67042,TORANO NUOVO,TE,0,92
