AGGIORNAMENTO,CODICE_ISTAT,COMUNE,PROVINCIA,POSITIVI,NEGATIVI
2021-03-10,67001,ALBA ADRIATICA,TE,455,3841
2021-03-10,67002,ANCARANO,TE,121,462
2021-03-10,67003,ARSITA,TE,57,371
2021-03-10,67004,ATRI,TE,705,7903
2021-03-10,67005,BASCIANO,TE,207,1343
2021-03-10,67006,BELLANTE,TE,411,3042
2021-03-10,67007,BISENTI,TE,145,1071
2021-03-10,67008,CAMPLI,TE,464,3657
2021-03-10,67009,CANZANO,TE,127,861
2021-03-10,67010,CASTEL CASTAGNA,TE,53,180
2021-03-10,67011,CASTELLALTO,TE,602,3935
2021-03-10,67012,CASTELLI,TE,84,483
2021-03-10,67013,CASTIGLIONE MESSER RAIMONDO,TE,127,1259
2021-03-10,67014,CASTILENTI,TE,151,915
2021-03-10,67015,CELLINO ATTANASIO,TE,202,1033
2021-03-10,67016,CERMIGNANO,TE,209,939
2021-03-10,67017,CIVITELLA DEL TRONTO,TE,456,2351
2021-03-10,67018,COLLEDARA,TE,124,942
2021-03-10,67019,COLONNELLA,TE,226,837
2021-03-10,67020,CONTROGUERRA,TE,94,684
2021-03-10,67021,CORROPOLI,TE,186,1676
2021-03-10,67022,CORTINO,TE,42,276
2021-03-10,67023,CROGNALETO,TE,209,949
2021-03-10,67024,FANO ADRIANO,TE,13,123
2021-03-10,67025,GIULIANOVA,TE,1713,12679
2021-03-10,67026,ISOLA DEL GRAN SASSO D'ITALIA,TE,466,2707
2021-03-10,67047,MARTINSICURO,TE,859,4271
2021-03-10,67027,MONTEFINO,TE,75,512
2021-03-10,67028,MONTORIO AL VOMANO,TE,989,5473
2021-03-10,67029,MORRO D'ORO,TE,292,1454
2021-03-10,67030,MOSCIANO SANT'ANGELO,TE,539,3928
2021-03-10,67031,NERETO,TE,251,2533
2021-03-10,67032,NOTARESCO,TE,436,2729
2021-03-10,67033,PENNA SANT'ANDREA,TE,97,781
2021-03-10,67034,PIETRACAMELA,TE,3,75
2021-03-10,67035,PINETO,TE,925,6822
2021-03-10,67036,ROCCA SANTA MARIA,TE,58,401
2021-03-10,67037,ROSETO DEGLI ABRUZZI,TE,1338,9532
2021-03-10,67038,SANT'EGIDIO ALLA VIBRATA,TE,399,2681
2021-03-10,67039,SANT'OMERO,TE,256,2764
2021-03-10,67040,SILVI,TE,785,5716
2021-03-10,67041,TERAMO,TE,3654,42547
2021-03-10,67042,TORANO NUOVO,TE,85,628
2021-03-10,67043,TORRICELLA SICURA,TE,213,1764
2021-03-10,67044,TORTORETO,TE,558,4203
2021-03-10,67045,TOSSICIA,TE,104,702
2021-03-10,67046,VALLE CASTELLANA,TE,36,172
