AGGIORNAMENTO,CODICE_ISTAT,COMUNE,PROVINCIA,POSITIVI,NEGATIVI
2021-04-28,67001,ALBA ADRIATICA,TE,690,5023
2021-04-28,67002,ANCARANO,TE,153,650
2021-04-28,67003,ARSITA,TE,66,410
2021-04-28,67004,ATRI,TE,785,8466
2021-04-28,67005,BASCIANO,TE,245,1539
2021-04-28,67006,BELLANTE,TE,515,3804
2021-04-28,67007,BISENTI,TE,169,1151
2021-04-28,67008,CAMPLI,TE,633,4425
2021-04-28,67009,CANZANO,TE,160,1177
2021-04-28,67010,CASTEL CASTAGNA,TE,57,201
2021-04-28,67011,CASTELLALTO,TE,697,4577
2021-04-28,67012,CASTELLI,TE,85,520
2021-04-28,67013,CASTIGLIONE MESSER RAIMONDO,TE,134,1291
2021-04-28,67014,CASTILENTI,TE,165,944
2021-04-28,67015,CELLINO ATTANASIO,TE,209,1115
2021-04-28,67016,CERMIGNANO,TE,212,1026
2021-04-28,67017,CIVITELLA DEL TRONTO,TE,523,2896
2021-04-28,67018,COLLEDARA,TE,135,1056
2021-04-28,67019,COLONNELLA,TE,350,1183
2021-04-28,67020,CONTROGUERRA,TE,124,937
2021-04-28,67021,CORROPOLI,TE,282,2166
2021-04-28,67022,CORTINO,TE,42,302
2021-04-28,67023,CROGNALETO,TE,212,1035
2021-04-28,67024,FANO ADRIANO,TE,15,145
2021-04-28,67025,GIULIANOVA,TE,2049,14889
2021-04-28,67026,ISOLA DEL GRAN SASSO D'ITALIA,TE,485,2919
2021-04-28,67047,MARTINSICURO,TE,1261,5644
2021-04-28,67027,MONTEFINO,TE,78,541
2021-04-28,67028,MONTORIO AL VOMANO,TE,1053,6037
2021-04-28,67029,MORRO D'ORO,TE,402,1852
2021-04-28,67030,MOSCIANO SANT'ANGELO,TE,701,5214
2021-04-28,67031,NERETO,TE,463,3524
2021-04-28,67032,NOTARESCO,TE,533,3278
2021-04-28,67033,PENNA SANT'ANDREA,TE,117,898
2021-04-28,67034,PIETRACAMELA,TE,3,83
2021-04-28,67035,PINETO,TE,1024,7639
2021-04-28,67036,ROCCA SANTA MARIA,TE,62,461
2021-04-28,67037,ROSETO DEGLI ABRUZZI,TE,1639,11846
2021-04-28,67038,SANT'EGIDIO ALLA VIBRATA,TE,615,3604
2021-04-28,67039,SANT'OMERO,TE,364,3403
2021-04-28,67040,SILVI,TE,933,6456
2021-04-28,67041,TERAMO,TE,4269,48839
2021-04-28,67042,TORANO NUOVO,TE,114,821
2021-04-28,67043,TORRICELLA SICURA,TE,278,2112
2021-04-28,67044,TORTORETO,TE,735,5591
2021-04-28,67045,TOSSICIA,TE,104,779
2021-04-28,67046,VALLE CASTELLANA,TE,73,299
