AGGIORNAMENTO,CODICE_ISTAT,COMUNE,PROVINCIA,POSITIVI,NEGATIVI
2020-10-06,67001,ALBA ADRIATICA,TE,33,1262
2020-10-06,67003,ARSITA,TE,5,132
2020-10-06,67004,ATRI,TE,87,3067
2020-10-06,67005,BASCIANO,TE,3,366
2020-10-06,67006,BELLANTE,TE,15,1014
2020-10-06,67007,BISENTI,TE,15,498
2020-10-06,67008,CAMPLI,TE,8,1271
2020-10-06,67009,CANZANO,TE,2,225
2020-10-06,67011,CASTELLALTO,TE,16,1260
2020-10-06,67012,CASTELLI,TE,2,125
2020-10-06,67013,CASTIGLIONE MESSER RAIMONDO,TE,89,895
2020-10-06,67014,CASTILENTI,TE,62,567
2020-10-06,67015,CELLINO ATTANASIO,TE,16,348
2020-10-06,67016,CERMIGNANO,TE,11,272
2020-10-06,67017,CIVITELLA DEL TRONTO,TE,46,790
2020-10-06,67018,COLLEDARA,TE,1,266
2020-10-06,67019,COLONNELLA,TE,38,272
2020-10-06,67020,CONTROGUERRA,TE,7,254
2020-10-06,67021,CORROPOLI,TE,8,535
2020-10-06,67022,CORTINO,TE,2,89
2020-10-06,67025,GIULIANOVA,TE,68,4476
2020-10-06,67026,ISOLA DEL GRAN SASSO D'ITALIA,TE,8,716
2020-10-06,67047,MARTINSICURO,TE,43,1331
2020-10-06,67027,MONTEFINO,TE,26,260
2020-10-06,67028,MONTORIO AL VOMANO,TE,9,1380
2020-10-06,67029,MORRO D'ORO,TE,1,416
2020-10-06,67030,MOSCIANO SANT'ANGELO,TE,10,1313
2020-10-06,67031,NERETO,TE,19,934
2020-10-06,67032,NOTARESCO,TE,18,934
2020-10-06,67033,PENNA SANT'ANDREA,TE,9,215
2020-10-06,67034,PIETRACAMELA,TE,1,35
2020-10-06,67035,PINETO,TE,71,2408
2020-10-06,67036,ROCCA SANTA MARIA,TE,16,186
2020-10-06,67037,ROSETO DEGLI ABRUZZI,TE,32,2911
2020-10-06,67038,SANT'EGIDIO ALLA VIBRATA,TE,18,896
2020-10-06,67039,SANT'OMERO,TE,5,1104
2020-10-06,67040,SILVI,TE,33,1806
2020-10-06,67041,TERAMO,TE,222,14744
2020-10-06,67042,TORANO NUOVO,TE,11,200
2020-10-06,67043,TORRICELLA SICURA,TE,22,554
2020-10-06,67044,TORTORETO,TE,16,1251
2020-10-06,67045,TOSSICIA,TE,2,175
2020-10-06,67046,VALLE CASTELLANA,TE,3,54
2020-10-06,67002,ANCARANO,TE,0,161
2020-10-06,67010,CASTEL CASTAGNA,TE,0,47
2020-10-06,67023,CROGNALETO,TE,0,171
2020-10-06,67024,FANO ADRIANO,TE,0,34
