AGGIORNAMENTO,CODICE_ISTAT,COMUNE,PROVINCIA,POSITIVI,NEGATIVI
2020-12-20,67001,ALBA ADRIATICA,TE,279,2521
2020-12-20,67002,ANCARANO,TE,28,306
2020-12-20,67003,ARSITA,TE,33,273
2020-12-20,67004,ATRI,TE,504,5626
2020-12-20,67005,BASCIANO,TE,112,897
2020-12-20,67006,BELLANTE,TE,296,2258
2020-12-20,67007,BISENTI,TE,122,854
2020-12-20,67008,CAMPLI,TE,265,2566
2020-12-20,67009,CANZANO,TE,90,602
2020-12-20,67010,CASTEL CASTAGNA,TE,38,130
2020-12-20,67011,CASTELLALTO,TE,430,2881
2020-12-20,67012,CASTELLI,TE,72,368
2020-12-20,67013,CASTIGLIONE MESSER RAIMONDO,TE,116,1117
2020-12-20,67014,CASTILENTI,TE,98,744
2020-12-20,67015,CELLINO ATTANASIO,TE,73,678
2020-12-20,67016,CERMIGNANO,TE,165,662
2020-12-20,67017,CIVITELLA DEL TRONTO,TE,353,1575
2020-12-20,67018,COLLEDARA,TE,86,655
2020-12-20,67019,COLONNELLA,TE,161,598
2020-12-20,67020,CONTROGUERRA,TE,56,464
2020-12-20,67021,CORROPOLI,TE,129,1135
2020-12-20,67022,CORTINO,TE,21,198
2020-12-20,67023,CROGNALETO,TE,173,748
2020-12-20,67024,FANO ADRIANO,TE,9,83
2020-12-20,67025,GIULIANOVA,TE,994,8482
2020-12-20,67026,ISOLA DEL GRAN SASSO D'ITALIA,TE,422,2155
2020-12-20,67047,MARTINSICURO,TE,542,2826
2020-12-20,67027,MONTEFINO,TE,53,382
2020-12-20,67028,MONTORIO AL VOMANO,TE,887,4260
2020-12-20,67029,MORRO D'ORO,TE,160,995
2020-12-20,67030,MOSCIANO SANT'ANGELO,TE,279,2687
2020-12-20,67031,NERETO,TE,181,1777
2020-12-20,67032,NOTARESCO,TE,242,1835
2020-12-20,67033,PENNA SANT'ANDREA,TE,58,537
2020-12-20,67034,PIETRACAMELA,TE,3,58
2020-12-20,67035,PINETO,TE,563,4552
2020-12-20,67036,ROCCA SANTA MARIA,TE,53,333
2020-12-20,67037,ROSETO DEGLI ABRUZZI,TE,625,6007
2020-12-20,67038,SANT'EGIDIO ALLA VIBRATA,TE,270,1920
2020-12-20,67039,SANT'OMERO,TE,170,1955
2020-12-20,67040,SILVI,TE,474,3790
2020-12-20,67041,TERAMO,TE,2620,29907
2020-12-20,67042,TORANO NUOVO,TE,53,449
2020-12-20,67043,TORRICELLA SICURA,TE,155,1389
2020-12-20,67044,TORTORETO,TE,301,2628
2020-12-20,67045,TOSSICIA,TE,78,514
2020-12-20,67046,VALLE CASTELLANA,TE,35,154
