AGGIORNAMENTO,CODICE_ISTAT,COMUNE,PROVINCIA,POSITIVI,NEGATIVI
2020-10-21,67001,ALBA ADRIATICA,TE,54,1490
2020-10-21,67002,ANCARANO,TE,3,192
2020-10-21,67003,ARSITA,TE,7,142
2020-10-21,67004,ATRI,TE,110,3418
2020-10-21,67005,BASCIANO,TE,4,416
2020-10-21,67006,BELLANTE,TE,48,1307
2020-10-21,67007,BISENTI,TE,53,566
2020-10-21,67008,CAMPLI,TE,18,1459
2020-10-21,67009,CANZANO,TE,3,267
2020-10-21,67010,CASTEL CASTAGNA,TE,1,54
2020-10-21,67011,CASTELLALTO,TE,18,1495
2020-10-21,67012,CASTELLI,TE,11,149
2020-10-21,67013,CASTIGLIONE MESSER RAIMONDO,TE,92,915
2020-10-21,67014,CASTILENTI,TE,63,587
2020-10-21,67015,CELLINO ATTANASIO,TE,16,388
2020-10-21,67016,CERMIGNANO,TE,11,294
2020-10-21,67017,CIVITELLA DEL TRONTO,TE,52,1002
2020-10-21,67018,COLLEDARA,TE,9,315
2020-10-21,67019,COLONNELLA,TE,65,363
2020-10-21,67020,CONTROGUERRA,TE,27,292
2020-10-21,67021,CORROPOLI,TE,12,641
2020-10-21,67022,CORTINO,TE,2,110
2020-10-21,67023,CROGNALETO,TE,7,200
2020-10-21,67025,GIULIANOVA,TE,89,5159
2020-10-21,67026,ISOLA DEL GRAN SASSO D'ITALIA,TE,78,888
2020-10-21,67047,MARTINSICURO,TE,69,1561
2020-10-21,67027,MONTEFINO,TE,29,275
2020-10-21,67028,MONTORIO AL VOMANO,TE,74,1814
2020-10-21,67029,MORRO D'ORO,TE,1,473
2020-10-21,67030,MOSCIANO SANT'ANGELO,TE,16,1523
2020-10-21,67031,NERETO,TE,38,1137
2020-10-21,67032,NOTARESCO,TE,21,1054
2020-10-21,67033,PENNA SANT'ANDREA,TE,11,252
2020-10-21,67034,PIETRACAMELA,TE,1,41
2020-10-21,67035,PINETO,TE,100,2767
2020-10-21,67036,ROCCA SANTA MARIA,TE,22,229
2020-10-21,67037,ROSETO DEGLI ABRUZZI,TE,50,3323
2020-10-21,67038,SANT'EGIDIO ALLA VIBRATA,TE,58,1094
2020-10-21,67039,SANT'OMERO,TE,27,1283
2020-10-21,67040,SILVI,TE,66,2075
2020-10-21,67041,TERAMO,TE,352,17552
2020-10-21,67042,TORANO NUOVO,TE,26,281
2020-10-21,67043,TORRICELLA SICURA,TE,36,651
2020-10-21,67044,TORTORETO,TE,22,1462
2020-10-21,67045,TOSSICIA,TE,11,226
2020-10-21,67046,VALLE CASTELLANA,TE,5,63
2020-10-21,67024,FANO ADRIANO,TE,0,37
