AGGIORNAMENTO,CODICE_ISTAT,COMUNE,PROVINCIA,POSITIVI,NEGATIVI
2020-06-21,67001,ALBA ADRIATICA,TE,23,571
2020-06-21,67003,ARSITA,TE,5,101
2020-06-21,67004,ATRI,TE,86,1802
2020-06-21,67005,BASCIANO,TE,3,186
2020-06-21,67006,BELLANTE,TE,10,516
2020-06-21,67007,BISENTI,TE,15,331
2020-06-21,67008,CAMPLI,TE,8,640
2020-06-21,67009,CANZANO,TE,2,103
2020-06-21,67011,CASTELLALTO,TE,6,634
2020-06-21,67012,CASTELLI,TE,2,60
2020-06-21,67013,CASTIGLIONE MESSER RAIMONDO,TE,85,755
2020-06-21,67014,CASTILENTI,TE,62,462
2020-06-21,67015,CELLINO ATTANASIO,TE,13,200
2020-06-21,67016,CERMIGNANO,TE,10,143
2020-06-21,67017,CIVITELLA DEL TRONTO,TE,1,353
2020-06-21,67018,COLLEDARA,TE,1,142
2020-06-21,67019,COLONNELLA,TE,20,118
2020-06-21,67021,CORROPOLI,TE,1,251
2020-06-21,67025,GIULIANOVA,TE,31,2340
2020-06-21,67026,ISOLA DEL GRAN SASSO D'ITALIA,TE,7,431
2020-06-21,67047,MARTINSICURO,TE,12,623
2020-06-21,67027,MONTEFINO,TE,25,209
2020-06-21,67028,MONTORIO AL VOMANO,TE,9,753
2020-06-21,67029,MORRO D'ORO,TE,1,213
2020-06-21,67030,MOSCIANO SANT'ANGELO,TE,3,642
2020-06-21,67031,NERETO,TE,8,533
2020-06-21,67032,NOTARESCO,TE,14,460
2020-06-21,67033,PENNA SANT'ANDREA,TE,7,118
2020-06-21,67035,PINETO,TE,60,1447
2020-06-21,67037,ROSETO DEGLI ABRUZZI,TE,29,1455
2020-06-21,67038,SANT'EGIDIO ALLA VIBRATA,TE,9,434
2020-06-21,67039,SANT'OMERO,TE,1,592
2020-06-21,67040,SILVI,TE,16,1010
2020-06-21,67041,TERAMO,TE,185,7864
2020-06-21,67043,TORRICELLA SICURA,TE,19,303
2020-06-21,67044,TORTORETO,TE,2,647
2020-06-21,67045,TOSSICIA,TE,2,93
2020-06-21,67046,VALLE CASTELLANA,TE,3,33
2020-06-21,67002,ANCARANO,TE,0,84
2020-06-21,67010,CASTEL CASTAGNA,TE,0,26
2020-06-21,67020,CONTROGUERRA,TE,0,103
2020-06-21,67022,CORTINO,TE,0,43
2020-06-21,67023,CROGNALETO,TE,0,66
2020-06-21,67024,FANO ADRIANO,TE,0,17
2020-06-21,67034,PIETRACAMELA,TE,0,15
2020-06-21,67036,ROCCA SANTA MARIA,TE,0,32
2020-06-21,67042,TORANO NUOVO,TE,0,77
