AGGIORNAMENTO,CODICE_ISTAT,COMUNE,PROVINCIA,POSITIVI,NEGATIVI
2020-08-17,67001,ALBA ADRIATICA,TE,27,856
2020-08-17,67003,ARSITA,TE,5,114
2020-08-17,67004,ATRI,TE,86,2371
2020-08-17,67005,BASCIANO,TE,3,254
2020-08-17,67006,BELLANTE,TE,10,728
2020-08-17,67007,BISENTI,TE,15,419
2020-08-17,67008,CAMPLI,TE,8,921
2020-08-17,67009,CANZANO,TE,2,154
2020-08-17,67011,CASTELLALTO,TE,6,882
2020-08-17,67012,CASTELLI,TE,2,93
2020-08-17,67013,CASTIGLIONE MESSER RAIMONDO,TE,85,802
2020-08-17,67014,CASTILENTI,TE,62,506
2020-08-17,67015,CELLINO ATTANASIO,TE,16,265
2020-08-17,67016,CERMIGNANO,TE,10,195
2020-08-17,67017,CIVITELLA DEL TRONTO,TE,31,517
2020-08-17,67018,COLLEDARA,TE,1,202
2020-08-17,67019,COLONNELLA,TE,26,184
2020-08-17,67020,CONTROGUERRA,TE,4,200
2020-08-17,67021,CORROPOLI,TE,3,352
2020-08-17,67025,GIULIANOVA,TE,36,3290
2020-08-17,67026,ISOLA DEL GRAN SASSO D'ITALIA,TE,7,553
2020-08-17,67047,MARTINSICURO,TE,24,944
2020-08-17,67027,MONTEFINO,TE,25,237
2020-08-17,67028,MONTORIO AL VOMANO,TE,9,1046
2020-08-17,67029,MORRO D'ORO,TE,1,303
2020-08-17,67030,MOSCIANO SANT'ANGELO,TE,3,918
2020-08-17,67031,NERETO,TE,10,705
2020-08-17,67032,NOTARESCO,TE,14,640
2020-08-17,67033,PENNA SANT'ANDREA,TE,7,161
2020-08-17,67035,PINETO,TE,63,1868
2020-08-17,67037,ROSETO DEGLI ABRUZZI,TE,29,2078
2020-08-17,67038,SANT'EGIDIO ALLA VIBRATA,TE,9,630
2020-08-17,67039,SANT'OMERO,TE,2,824
2020-08-17,67040,SILVI,TE,18,1350
2020-08-17,67041,TERAMO,TE,196,10732
2020-08-17,67042,TORANO NUOVO,TE,2,119
2020-08-17,67043,TORRICELLA SICURA,TE,19,399
2020-08-17,67044,TORTORETO,TE,4,901
2020-08-17,67045,TOSSICIA,TE,2,136
2020-08-17,67046,VALLE CASTELLANA,TE,3,38
2020-08-17,67002,ANCARANO,TE,0,128
2020-08-17,67010,CASTEL CASTAGNA,TE,0,36
2020-08-17,67022,CORTINO,TE,0,61
2020-08-17,67023,CROGNALETO,TE,0,112
2020-08-17,67024,FANO ADRIANO,TE,0,22
2020-08-17,67034,PIETRACAMELA,TE,0,24
2020-08-17,67036,ROCCA SANTA MARIA,TE,0,41
