AGGIORNAMENTO,CODICE_ISTAT,COMUNE,PROVINCIA,POSITIVI,NEGATIVI
2020-07-29,67001,ALBA ADRIATICA,TE,27,731
2020-07-29,67003,ARSITA,TE,5,107
2020-07-29,67004,ATRI,TE,86,2187
2020-07-29,67005,BASCIANO,TE,3,232
2020-07-29,67006,BELLANTE,TE,10,653
2020-07-29,67007,BISENTI,TE,15,389
2020-07-29,67008,CAMPLI,TE,8,781
2020-07-29,67009,CANZANO,TE,2,142
2020-07-29,67011,CASTELLALTO,TE,6,783
2020-07-29,67012,CASTELLI,TE,2,87
2020-07-29,67013,CASTIGLIONE MESSER RAIMONDO,TE,85,780
2020-07-29,67014,CASTILENTI,TE,62,497
2020-07-29,67015,CELLINO ATTANASIO,TE,16,242
2020-07-29,67016,CERMIGNANO,TE,10,171
2020-07-29,67017,CIVITELLA DEL TRONTO,TE,1,442
2020-07-29,67018,COLLEDARA,TE,1,178
2020-07-29,67019,COLONNELLA,TE,22,154
2020-07-29,67021,CORROPOLI,TE,1,304
2020-07-29,67025,GIULIANOVA,TE,31,2881
2020-07-29,67026,ISOLA DEL GRAN SASSO D'ITALIA,TE,7,503
2020-07-29,67047,MARTINSICURO,TE,17,796
2020-07-29,67027,MONTEFINO,TE,25,230
2020-07-29,67028,MONTORIO AL VOMANO,TE,9,928
2020-07-29,67029,MORRO D'ORO,TE,1,279
2020-07-29,67030,MOSCIANO SANT'ANGELO,TE,3,809
2020-07-29,67031,NERETO,TE,8,636
2020-07-29,67032,NOTARESCO,TE,14,569
2020-07-29,67033,PENNA SANT'ANDREA,TE,7,146
2020-07-29,67035,PINETO,TE,63,1743
2020-07-29,67037,ROSETO DEGLI ABRUZZI,TE,29,1857
2020-07-29,67038,SANT'EGIDIO ALLA VIBRATA,TE,9,573
2020-07-29,67039,SANT'OMERO,TE,1,727
2020-07-29,67040,SILVI,TE,17,1248
2020-07-29,67041,TERAMO,TE,188,9653
2020-07-29,67043,TORRICELLA SICURA,TE,19,362
2020-07-29,67044,TORTORETO,TE,2,784
2020-07-29,67045,TOSSICIA,TE,2,126
2020-07-29,67046,VALLE CASTELLANA,TE,3,36
2020-07-29,67002,ANCARANO,TE,0,120
2020-07-29,67010,CASTEL CASTAGNA,TE,0,33
2020-07-29,67020,CONTROGUERRA,TE,0,143
2020-07-29,67022,CORTINO,TE,0,54
2020-07-29,67023,CROGNALETO,TE,0,86
2020-07-29,67024,FANO ADRIANO,TE,0,21
2020-07-29,67034,PIETRACAMELA,TE,0,20
2020-07-29,67036,ROCCA SANTA MARIA,TE,0,37
2020-07-29,67042,TORANO NUOVO,TE,0,101
