AGGIORNAMENTO,CODICE_ISTAT,COMUNE,PROVINCIA,POSITIVI,NEGATIVI
2021-04-12,67001,ALBA ADRIATICA,TE,602,4493
2021-04-12,67002,ANCARANO,TE,135,539
2021-04-12,67003,ARSITA,TE,63,403
2021-04-12,67004,ATRI,TE,753,8155
2021-04-12,67005,BASCIANO,TE,225,1437
2021-04-12,67006,BELLANTE,TE,498,3573
2021-04-12,67007,BISENTI,TE,161,1120
2021-04-12,67008,CAMPLI,TE,581,4036
2021-04-12,67009,CANZANO,TE,144,1066
2021-04-12,67010,CASTEL CASTAGNA,TE,54,190
2021-04-12,67011,CASTELLALTO,TE,656,4231
2021-04-12,67012,CASTELLI,TE,84,502
2021-04-12,67013,CASTIGLIONE MESSER RAIMONDO,TE,130,1284
2021-04-12,67014,CASTILENTI,TE,164,936
2021-04-12,67015,CELLINO ATTANASIO,TE,207,1080
2021-04-12,67016,CERMIGNANO,TE,211,984
2021-04-12,67017,CIVITELLA DEL TRONTO,TE,500,2694
2021-04-12,67018,COLLEDARA,TE,131,1013
2021-04-12,67019,COLONNELLA,TE,319,1054
2021-04-12,67020,CONTROGUERRA,TE,110,812
2021-04-12,67021,CORROPOLI,TE,243,1918
2021-04-12,67022,CORTINO,TE,42,292
2021-04-12,67023,CROGNALETO,TE,210,1009
2021-04-12,67024,FANO ADRIANO,TE,15,135
2021-04-12,67025,GIULIANOVA,TE,1909,13839
2021-04-12,67026,ISOLA DEL GRAN SASSO D'ITALIA,TE,475,2835
2021-04-12,67047,MARTINSICURO,TE,1130,5160
2021-04-12,67027,MONTEFINO,TE,76,526
2021-04-12,67028,MONTORIO AL VOMANO,TE,1033,5763
2021-04-12,67029,MORRO D'ORO,TE,382,1728
2021-04-12,67030,MOSCIANO SANT'ANGELO,TE,653,4572
2021-04-12,67031,NERETO,TE,420,3267
2021-04-12,67032,NOTARESCO,TE,504,3055
2021-04-12,67033,PENNA SANT'ANDREA,TE,105,830
2021-04-12,67034,PIETRACAMELA,TE,3,78
2021-04-12,67035,PINETO,TE,1007,7405
2021-04-12,67036,ROCCA SANTA MARIA,TE,60,433
2021-04-12,67037,ROSETO DEGLI ABRUZZI,TE,1558,10969
2021-04-12,67038,SANT'EGIDIO ALLA VIBRATA,TE,564,3268
2021-04-12,67039,SANT'OMERO,TE,344,3174
2021-04-12,67040,SILVI,TE,906,6199
2021-04-12,67041,TERAMO,TE,4064,46141
2021-04-12,67042,TORANO NUOVO,TE,98,733
2021-04-12,67043,TORRICELLA SICURA,TE,246,1936
2021-04-12,67044,TORTORETO,TE,667,4910
2021-04-12,67045,TOSSICIA,TE,104,739
2021-04-12,67046,VALLE CASTELLANA,TE,58,236
