AGGIORNAMENTO,CODICE_ISTAT,COMUNE,PROVINCIA,POSITIVI,NEGATIVI
2020-06-08,67001,ALBA ADRIATICA,TE,20,488
2020-06-08,67003,ARSITA,TE,5,99
2020-06-08,67004,ATRI,TE,86,1603
2020-06-08,67005,BASCIANO,TE,3,149
2020-06-08,67006,BELLANTE,TE,10,434
2020-06-08,67007,BISENTI,TE,15,293
2020-06-08,67008,CAMPLI,TE,8,530
2020-06-08,67009,CANZANO,TE,2,89
2020-06-08,67011,CASTELLALTO,TE,6,495
2020-06-08,67012,CASTELLI,TE,2,55
2020-06-08,67013,CASTIGLIONE MESSER RAIMONDO,TE,84,728
2020-06-08,67014,CASTILENTI,TE,62,446
2020-06-08,67015,CELLINO ATTANASIO,TE,13,163
2020-06-08,67016,CERMIGNANO,TE,10,118
2020-06-08,67017,CIVITELLA DEL TRONTO,TE,1,307
2020-06-08,67018,COLLEDARA,TE,1,126
2020-06-08,67019,COLONNELLA,TE,19,98
2020-06-08,67021,CORROPOLI,TE,1,206
2020-06-08,67025,GIULIANOVA,TE,31,1889
2020-06-08,67026,ISOLA DEL GRAN SASSO D'ITALIA,TE,7,382
2020-06-08,67047,MARTINSICURO,TE,10,464
2020-06-08,67027,MONTEFINO,TE,25,194
2020-06-08,67028,MONTORIO AL VOMANO,TE,9,673
2020-06-08,67029,MORRO D'ORO,TE,1,171
2020-06-08,67030,MOSCIANO SANT'ANGELO,TE,3,516
2020-06-08,67031,NERETO,TE,8,461
2020-06-08,67032,NOTARESCO,TE,14,404
2020-06-08,67033,PENNA SANT'ANDREA,TE,7,96
2020-06-08,67035,PINETO,TE,60,1280
2020-06-08,67037,ROSETO DEGLI ABRUZZI,TE,29,1230
2020-06-08,67038,SANT'EGIDIO ALLA VIBRATA,TE,9,374
2020-06-08,67039,SANT'OMERO,TE,1,510
2020-06-08,67040,SILVI,TE,16,781
2020-06-08,67041,TERAMO,TE,185,6846
2020-06-08,67043,TORRICELLA SICURA,TE,19,266
2020-06-08,67044,TORTORETO,TE,2,565
2020-06-08,67045,TOSSICIA,TE,2,81
2020-06-08,67046,VALLE CASTELLANA,TE,3,32
2020-06-08,67002,ANCARANO,TE,0,74
2020-06-08,67010,CASTEL CASTAGNA,TE,0,26
2020-06-08,67020,CONTROGUERRA,TE,0,83
2020-06-08,67022,CORTINO,TE,0,41
2020-06-08,67023,CROGNALETO,TE,0,57
2020-06-08,67024,FANO ADRIANO,TE,0,14
2020-06-08,67034,PIETRACAMELA,TE,0,15
2020-06-08,67036,ROCCA SANTA MARIA,TE,0,28
2020-06-08,67042,TORANO NUOVO,TE,0,62
