AGGIORNAMENTO,CODICE_ISTAT,COMUNE,PROVINCIA,POSITIVI,NEGATIVI
2020-05-04,67001,ALBA ADRIATICA,TE,13,207
2020-05-04,67003,ARSITA,TE,5,61
2020-05-04,67004,ATRI,TE,79,994
2020-05-04,67005,BASCIANO,TE,3,81
2020-05-04,67006,BELLANTE,TE,8,199
2020-05-04,67007,BISENTI,TE,14,183
2020-05-04,67008,CAMPLI,TE,8,249
2020-05-04,67009,CANZANO,TE,2,43
2020-05-04,67011,CASTELLALTO,TE,5,201
2020-05-04,67012,CASTELLI,TE,2,14
2020-05-04,67013,CASTIGLIONE MESSER RAIMONDO,TE,81,513
2020-05-04,67014,CASTILENTI,TE,56,352
2020-05-04,67015,CELLINO ATTANASIO,TE,16,89
2020-05-04,67016,CERMIGNANO,TE,12,48
2020-05-04,67017,CIVITELLA DEL TRONTO,TE,1,143
2020-05-04,67018,COLLEDARA,TE,1,53
2020-05-04,67019,COLONNELLA,TE,14,37
2020-05-04,67021,CORROPOLI,TE,1,97
2020-05-04,67025,GIULIANOVA,TE,28,941
2020-05-04,67026,ISOLA DEL GRAN SASSO D'ITALIA,TE,7,186
2020-05-04,67047,MARTINSICURO,TE,7,168
2020-05-04,67027,MONTEFINO,TE,23,128
2020-05-04,67028,MONTORIO AL VOMANO,TE,9,294
2020-05-04,67029,MORRO D'ORO,TE,1,60
2020-05-04,67030,MOSCIANO SANT'ANGELO,TE,4,248
2020-05-04,67031,NERETO,TE,7,227
2020-05-04,67032,NOTARESCO,TE,16,172
2020-05-04,67033,PENNA SANT'ANDREA,TE,6,44
2020-05-04,67035,PINETO,TE,54,720
2020-05-04,67037,ROSETO DEGLI ABRUZZI,TE,28,548
2020-05-04,67038,SANT'EGIDIO ALLA VIBRATA,TE,8,177
2020-05-04,67039,SANT'OMERO,TE,1,234
2020-05-04,67040,SILVI,TE,15,403
2020-05-04,67041,TERAMO,TE,172,3648
2020-05-04,67043,TORRICELLA SICURA,TE,14,134
2020-05-04,67044,TORTORETO,TE,1,234
2020-05-04,67045,TOSSICIA,TE,2,30
2020-05-04,67046,VALLE CASTELLANA,TE,3,19
2020-05-04,67002,ANCARANO,TE,0,22
2020-05-04,67010,CASTEL CASTAGNA,TE,0,11
2020-05-04,67020,CONTROGUERRA,TE,0,29
2020-05-04,67022,CORTINO,TE,0,17
2020-05-04,67023,CROGNALETO,TE,0,19
2020-05-04,67024,FANO ADRIANO,TE,0,5
2020-05-04,67034,PIETRACAMELA,TE,0,6
2020-05-04,67036,ROCCA SANTA MARIA,TE,0,12
2020-05-04,67042,TORANO NUOVO,TE,0,30
