AGGIORNAMENTO,CODICE_ISTAT,COMUNE,PROVINCIA,POSITIVI,NEGATIVI
2021-04-29,67001,ALBA ADRIATICA,TE,694,5029
2021-04-29,67002,ANCARANO,TE,154,655
2021-04-29,67003,ARSITA,TE,66,411
2021-04-29,67004,ATRI,TE,786,8474
2021-04-29,67005,BASCIANO,TE,246,1554
2021-04-29,67006,BELLANTE,TE,515,3820
2021-04-29,67007,BISENTI,TE,169,1153
2021-04-29,67008,CAMPLI,TE,635,4460
2021-04-29,67009,CANZANO,TE,160,1180
2021-04-29,67010,CASTEL CASTAGNA,TE,57,201
2021-04-29,67011,CASTELLALTO,TE,702,4591
2021-04-29,67012,CASTELLI,TE,85,522
2021-04-29,67013,CASTIGLIONE MESSER RAIMONDO,TE,134,1291
2021-04-29,67014,CASTILENTI,TE,165,944
2021-04-29,67015,CELLINO ATTANASIO,TE,209,1121
2021-04-29,67016,CERMIGNANO,TE,212,1029
2021-04-29,67017,CIVITELLA DEL TRONTO,TE,529,2969
2021-04-29,67018,COLLEDARA,TE,135,1060
2021-04-29,67019,COLONNELLA,TE,350,1183
2021-04-29,67020,CONTROGUERRA,TE,124,939
2021-04-29,67021,CORROPOLI,TE,282,2171
2021-04-29,67022,CORTINO,TE,42,303
2021-04-29,67023,CROGNALETO,TE,212,1038
2021-04-29,67024,FANO ADRIANO,TE,15,147
2021-04-29,67025,GIULIANOVA,TE,2051,14944
2021-04-29,67026,ISOLA DEL GRAN SASSO D'ITALIA,TE,485,2923
2021-04-29,67047,MARTINSICURO,TE,1263,5650
2021-04-29,67027,MONTEFINO,TE,78,541
2021-04-29,67028,MONTORIO AL VOMANO,TE,1053,6052
2021-04-29,67029,MORRO D'ORO,TE,402,1855
2021-04-29,67030,MOSCIANO SANT'ANGELO,TE,701,5243
2021-04-29,67031,NERETO,TE,463,3528
2021-04-29,67032,NOTARESCO,TE,534,3290
2021-04-29,67033,PENNA SANT'ANDREA,TE,117,911
2021-04-29,67034,PIETRACAMELA,TE,3,83
2021-04-29,67035,PINETO,TE,1024,7646
2021-04-29,67036,ROCCA SANTA MARIA,TE,62,468
2021-04-29,67037,ROSETO DEGLI ABRUZZI,TE,1639,11932
2021-04-29,67038,SANT'EGIDIO ALLA VIBRATA,TE,620,3633
2021-04-29,67039,SANT'OMERO,TE,367,3418
2021-04-29,67040,SILVI,TE,933,6461
2021-04-29,67041,TERAMO,TE,4280,48987
2021-04-29,67042,TORANO NUOVO,TE,114,822
2021-04-29,67043,TORRICELLA SICURA,TE,278,2164
2021-04-29,67044,TORTORETO,TE,736,5594
2021-04-29,67045,TOSSICIA,TE,104,781
2021-04-29,67046,VALLE CASTELLANA,TE,73,300
