AGGIORNAMENTO,CODICE_ISTAT,COMUNE,PROVINCIA,POSITIVI,NEGATIVI
2021-05-23,67001,ALBA ADRIATICA,TE,752,5478
2021-05-23,67002,ANCARANO,TE,178,759
2021-05-23,67003,ARSITA,TE,67,415
2021-05-23,67004,ATRI,TE,799,8591
2021-05-23,67005,BASCIANO,TE,260,1652
2021-05-23,67006,BELLANTE,TE,533,4002
2021-05-23,67007,BISENTI,TE,175,1193
2021-05-23,67008,CAMPLI,TE,678,4757
2021-05-23,67009,CANZANO,TE,182,1287
2021-05-23,67010,CASTEL CASTAGNA,TE,57,209
2021-05-23,67011,CASTELLALTO,TE,730,4861
2021-05-23,67012,CASTELLI,TE,97,564
2021-05-23,67013,CASTIGLIONE MESSER RAIMONDO,TE,136,1348
2021-05-23,67014,CASTILENTI,TE,165,956
2021-05-23,67015,CELLINO ATTANASIO,TE,212,1171
2021-05-23,67016,CERMIGNANO,TE,213,1071
2021-05-23,67017,CIVITELLA DEL TRONTO,TE,544,3219
2021-05-23,67018,COLLEDARA,TE,141,1125
2021-05-23,67019,COLONNELLA,TE,369,1329
2021-05-23,67020,CONTROGUERRA,TE,132,1122
2021-05-23,67021,CORROPOLI,TE,299,2350
2021-05-23,67022,CORTINO,TE,42,320
2021-05-23,67023,CROGNALETO,TE,215,1066
2021-05-23,67024,FANO ADRIANO,TE,15,158
2021-05-23,67025,GIULIANOVA,TE,2139,15691
2021-05-23,67026,ISOLA DEL GRAN SASSO D'ITALIA,TE,491,3084
2021-05-23,67047,MARTINSICURO,TE,1352,6495
2021-05-23,67027,MONTEFINO,TE,82,569
2021-05-23,67028,MONTORIO AL VOMANO,TE,1075,6308
2021-05-23,67029,MORRO D'ORO,TE,417,1949
2021-05-23,67030,MOSCIANO SANT'ANGELO,TE,715,5467
2021-05-23,67031,NERETO,TE,472,3782
2021-05-23,67032,NOTARESCO,TE,557,3437
2021-05-23,67033,PENNA SANT'ANDREA,TE,125,962
2021-05-23,67034,PIETRACAMELA,TE,3,87
2021-05-23,67035,PINETO,TE,1040,7838
2021-05-23,67036,ROCCA SANTA MARIA,TE,70,489
2021-05-23,67037,ROSETO DEGLI ABRUZZI,TE,1707,12435
2021-05-23,67038,SANT'EGIDIO ALLA VIBRATA,TE,731,4364
2021-05-23,67039,SANT'OMERO,TE,393,3696
2021-05-23,67040,SILVI,TE,972,6609
2021-05-23,67041,TERAMO,TE,4458,52388
2021-05-23,67042,TORANO NUOVO,TE,121,876
2021-05-23,67043,TORRICELLA SICURA,TE,289,2333
2021-05-23,67044,TORTORETO,TE,813,6189
2021-05-23,67045,TOSSICIA,TE,114,840
2021-05-23,67046,VALLE CASTELLANA,TE,73,305
