AGGIORNAMENTO,CODICE_ISTAT,COMUNE,PROVINCIA,POSITIVI,NEGATIVI
2021-05-13,67001,ALBA ADRIATICA,TE,743,5334
2021-05-13,67002,ANCARANO,TE,162,703
2021-05-13,67003,ARSITA,TE,67,413
2021-05-13,67004,ATRI,TE,795,8537
2021-05-13,67005,BASCIANO,TE,257,1636
2021-05-13,67006,BELLANTE,TE,528,3938
2021-05-13,67007,BISENTI,TE,175,1178
2021-05-13,67008,CAMPLI,TE,670,4659
2021-05-13,67009,CANZANO,TE,177,1258
2021-05-13,67010,CASTEL CASTAGNA,TE,57,207
2021-05-13,67011,CASTELLALTO,TE,728,4753
2021-05-13,67012,CASTELLI,TE,92,558
2021-05-13,67013,CASTIGLIONE MESSER RAIMONDO,TE,136,1342
2021-05-13,67014,CASTILENTI,TE,165,951
2021-05-13,67015,CELLINO ATTANASIO,TE,214,1150
2021-05-13,67016,CERMIGNANO,TE,213,1055
2021-05-13,67017,CIVITELLA DEL TRONTO,TE,543,3163
2021-05-13,67018,COLLEDARA,TE,141,1100
2021-05-13,67019,COLONNELLA,TE,365,1305
2021-05-13,67020,CONTROGUERRA,TE,130,1088
2021-05-13,67021,CORROPOLI,TE,298,2291
2021-05-13,67022,CORTINO,TE,42,316
2021-05-13,67023,CROGNALETO,TE,215,1054
2021-05-13,67024,FANO ADRIANO,TE,15,151
2021-05-13,67025,GIULIANOVA,TE,2120,15448
2021-05-13,67026,ISOLA DEL GRAN SASSO D'ITALIA,TE,491,3039
2021-05-13,67047,MARTINSICURO,TE,1325,6259
2021-05-13,67027,MONTEFINO,TE,82,564
2021-05-13,67028,MONTORIO AL VOMANO,TE,1066,6226
2021-05-13,67029,MORRO D'ORO,TE,415,1926
2021-05-13,67030,MOSCIANO SANT'ANGELO,TE,713,5414
2021-05-13,67031,NERETO,TE,471,3695
2021-05-13,67032,NOTARESCO,TE,551,3384
2021-05-13,67033,PENNA SANT'ANDREA,TE,122,948
2021-05-13,67034,PIETRACAMELA,TE,3,86
2021-05-13,67035,PINETO,TE,1037,7751
2021-05-13,67036,ROCCA SANTA MARIA,TE,69,474
2021-05-13,67037,ROSETO DEGLI ABRUZZI,TE,1696,12254
2021-05-13,67038,SANT'EGIDIO ALLA VIBRATA,TE,706,4039
2021-05-13,67039,SANT'OMERO,TE,389,3611
2021-05-13,67040,SILVI,TE,964,6540
2021-05-13,67041,TERAMO,TE,4400,51075
2021-05-13,67042,TORANO NUOVO,TE,119,864
2021-05-13,67043,TORRICELLA SICURA,TE,288,2294
2021-05-13,67044,TORTORETO,TE,795,6045
2021-05-13,67045,TOSSICIA,TE,113,827
2021-05-13,67046,VALLE CASTELLANA,TE,73,303
