AGGIORNAMENTO,CODICE_ISTAT,COMUNE,PROVINCIA,POSITIVI,NEGATIVI
2020-05-01,67001,ALBA ADRIATICA,TE,13,189
2020-05-01,67003,ARSITA,TE,5,60
2020-05-01,67004,ATRI,TE,79,966
2020-05-01,67005,BASCIANO,TE,3,77
2020-05-01,67006,BELLANTE,TE,7,184
2020-05-01,67007,BISENTI,TE,14,181
2020-05-01,67008,CAMPLI,TE,8,219
2020-05-01,67009,CANZANO,TE,2,38
2020-05-01,67011,CASTELLALTO,TE,5,185
2020-05-01,67012,CASTELLI,TE,2,12
2020-05-01,67013,CASTIGLIONE MESSER RAIMONDO,TE,81,508
2020-05-01,67014,CASTILENTI,TE,56,333
2020-05-01,67015,CELLINO ATTANASIO,TE,16,85
2020-05-01,67016,CERMIGNANO,TE,11,46
2020-05-01,67017,CIVITELLA DEL TRONTO,TE,1,139
2020-05-01,67018,COLLEDARA,TE,1,49
2020-05-01,67019,COLONNELLA,TE,12,36
2020-05-01,67021,CORROPOLI,TE,1,85
2020-05-01,67025,GIULIANOVA,TE,27,899
2020-05-01,67026,ISOLA DEL GRAN SASSO D'ITALIA,TE,7,177
2020-05-01,67047,MARTINSICURO,TE,7,154
2020-05-01,67027,MONTEFINO,TE,23,123
2020-05-01,67028,MONTORIO AL VOMANO,TE,9,269
2020-05-01,67029,MORRO D'ORO,TE,1,57
2020-05-01,67030,MOSCIANO SANT'ANGELO,TE,4,214
2020-05-01,67031,NERETO,TE,7,214
2020-05-01,67032,NOTARESCO,TE,16,169
2020-05-01,67033,PENNA SANT'ANDREA,TE,6,42
2020-05-01,67035,PINETO,TE,53,684
2020-05-01,67037,ROSETO DEGLI ABRUZZI,TE,28,504
2020-05-01,67038,SANT'EGIDIO ALLA VIBRATA,TE,8,164
2020-05-01,67039,SANT'OMERO,TE,1,212
2020-05-01,67040,SILVI,TE,15,382
2020-05-01,67041,TERAMO,TE,172,3397
2020-05-01,67043,TORRICELLA SICURA,TE,14,124
2020-05-01,67044,TORTORETO,TE,1,210
2020-05-01,67045,TOSSICIA,TE,2,26
2020-05-01,67046,VALLE CASTELLANA,TE,3,19
2020-05-01,67002,ANCARANO,TE,0,21
2020-05-01,67010,CASTEL CASTAGNA,TE,0,11
2020-05-01,67020,CONTROGUERRA,TE,0,28
2020-05-01,67022,CORTINO,TE,0,16
2020-05-01,67023,CROGNALETO,TE,0,16
2020-05-01,67024,FANO ADRIANO,TE,0,4
2020-05-01,67034,PIETRACAMELA,TE,0,5
2020-05-01,67036,ROCCA SANTA MARIA,TE,0,12
2020-05-01,67042,TORANO NUOVO,TE,0,28
