AGGIORNAMENTO,CODICE_ISTAT,COMUNE,PROVINCIA,POSITIVI,NEGATIVI
2020-10-25,67001,ALBA ADRIATICA,TE,62,1557
2020-10-25,67002,ANCARANO,TE,3,196
2020-10-25,67003,ARSITA,TE,13,162
2020-10-25,67004,ATRI,TE,129,3596
2020-10-25,67005,BASCIANO,TE,6,433
2020-10-25,67006,BELLANTE,TE,69,1390
2020-10-25,67007,BISENTI,TE,65,609
2020-10-25,67008,CAMPLI,TE,25,1545
2020-10-25,67009,CANZANO,TE,5,276
2020-10-25,67010,CASTEL CASTAGNA,TE,1,60
2020-10-25,67011,CASTELLALTO,TE,29,1556
2020-10-25,67012,CASTELLI,TE,17,156
2020-10-25,67013,CASTIGLIONE MESSER RAIMONDO,TE,94,953
2020-10-25,67014,CASTILENTI,TE,64,594
2020-10-25,67015,CELLINO ATTANASIO,TE,19,403
2020-10-25,67016,CERMIGNANO,TE,12,303
2020-10-25,67017,CIVITELLA DEL TRONTO,TE,55,1031
2020-10-25,67018,COLLEDARA,TE,10,353
2020-10-25,67019,COLONNELLA,TE,66,379
2020-10-25,67020,CONTROGUERRA,TE,27,300
2020-10-25,67021,CORROPOLI,TE,16,665
2020-10-25,67022,CORTINO,TE,2,115
2020-10-25,67023,CROGNALETO,TE,37,282
2020-10-25,67025,GIULIANOVA,TE,119,5332
2020-10-25,67026,ISOLA DEL GRAN SASSO D'ITALIA,TE,85,932
2020-10-25,67047,MARTINSICURO,TE,87,1626
2020-10-25,67027,MONTEFINO,TE,29,282
2020-10-25,67028,MONTORIO AL VOMANO,TE,151,2054
2020-10-25,67029,MORRO D'ORO,TE,1,488
2020-10-25,67030,MOSCIANO SANT'ANGELO,TE,19,1597
2020-10-25,67031,NERETO,TE,44,1168
2020-10-25,67032,NOTARESCO,TE,30,1093
2020-10-25,67033,PENNA SANT'ANDREA,TE,12,278
2020-10-25,67034,PIETRACAMELA,TE,1,42
2020-10-25,67035,PINETO,TE,121,2933
2020-10-25,67036,ROCCA SANTA MARIA,TE,23,232
2020-10-25,67037,ROSETO DEGLI ABRUZZI,TE,62,3441
2020-10-25,67038,SANT'EGIDIO ALLA VIBRATA,TE,74,1145
2020-10-25,67039,SANT'OMERO,TE,34,1367
2020-10-25,67040,SILVI,TE,77,2157
2020-10-25,67041,TERAMO,TE,417,18331
2020-10-25,67042,TORANO NUOVO,TE,32,297
2020-10-25,67043,TORRICELLA SICURA,TE,43,687
2020-10-25,67044,TORTORETO,TE,34,1529
2020-10-25,67045,TOSSICIA,TE,14,287
2020-10-25,67046,VALLE CASTELLANA,TE,5,66
2020-10-25,67024,FANO ADRIANO,TE,0,40
