AGGIORNAMENTO,CODICE_ISTAT,COMUNE,PROVINCIA,POSITIVI,NEGATIVI
2020-04-19,67001,ALBA ADRIATICA,TE,10,128
2020-04-19,67003,ARSITA,TE,3,48
2020-04-19,67004,ATRI,TE,74,587
2020-04-19,67005,BASCIANO,TE,3,49
2020-04-19,67006,BELLANTE,TE,5,132
2020-04-19,67007,BISENTI,TE,13,130
2020-04-19,67008,CAMPLI,TE,6,145
2020-04-19,67009,CANZANO,TE,2,27
2020-04-19,67011,CASTELLALTO,TE,4,126
2020-04-19,67012,CASTELLI,TE,2,8
2020-04-19,67013,CASTIGLIONE MESSER RAIMONDO,TE,77,351
2020-04-19,67014,CASTILENTI,TE,50,199
2020-04-19,67015,CELLINO ATTANASIO,TE,12,66
2020-04-19,67016,CERMIGNANO,TE,11,28
2020-04-19,67017,CIVITELLA DEL TRONTO,TE,1,114
2020-04-19,67018,COLLEDARA,TE,1,32
2020-04-19,67019,COLONNELLA,TE,9,22
2020-04-19,67021,CORROPOLI,TE,1,54
2020-04-19,67025,GIULIANOVA,TE,24,606
2020-04-19,67026,ISOLA DEL GRAN SASSO D'ITALIA,TE,7,142
2020-04-19,67047,MARTINSICURO,TE,7,97
2020-04-19,67027,MONTEFINO,TE,20,84
2020-04-19,67028,MONTORIO AL VOMANO,TE,9,205
2020-04-19,67029,MORRO D'ORO,TE,1,37
2020-04-19,67030,MOSCIANO SANT'ANGELO,TE,4,144
2020-04-19,67031,NERETO,TE,6,111
2020-04-19,67032,NOTARESCO,TE,14,111
2020-04-19,67033,PENNA SANT'ANDREA,TE,3,28
2020-04-19,67035,PINETO,TE,46,463
2020-04-19,67037,ROSETO DEGLI ABRUZZI,TE,23,332
2020-04-19,67038,SANT'EGIDIO ALLA VIBRATA,TE,7,94
2020-04-19,67039,SANT'OMERO,TE,1,117
2020-04-19,67040,SILVI,TE,14,241
2020-04-19,67041,TERAMO,TE,153,2522
2020-04-19,67043,TORRICELLA SICURA,TE,11,89
2020-04-19,67044,TORTORETO,TE,1,137
2020-04-19,67045,TOSSICIA,TE,2,18
2020-04-19,67046,VALLE CASTELLANA,TE,2,11
2020-04-19,67002,ANCARANO,TE,0,12
2020-04-19,67010,CASTEL CASTAGNA,TE,0,7
2020-04-19,67020,CONTROGUERRA,TE,0,16
2020-04-19,67022,CORTINO,TE,0,13
2020-04-19,67023,CROGNALETO,TE,0,13
2020-04-19,67024,FANO ADRIANO,TE,0,3
2020-04-19,67034,PIETRACAMELA,TE,0,5
2020-04-19,67036,ROCCA SANTA MARIA,TE,0,7
2020-04-19,67042,TORANO NUOVO,TE,0,16
