AGGIORNAMENTO,CODICE_ISTAT,COMUNE,PROVINCIA,POSITIVI,NEGATIVI
2020-07-08,67001,ALBA ADRIATICA,TE,24,646
2020-07-08,67003,ARSITA,TE,5,103
2020-07-08,67004,ATRI,TE,86,2014
2020-07-08,67005,BASCIANO,TE,3,214
2020-07-08,67006,BELLANTE,TE,10,584
2020-07-08,67007,BISENTI,TE,15,369
2020-07-08,67008,CAMPLI,TE,8,702
2020-07-08,67009,CANZANO,TE,2,129
2020-07-08,67011,CASTELLALTO,TE,6,722
2020-07-08,67012,CASTELLI,TE,2,77
2020-07-08,67013,CASTIGLIONE MESSER RAIMONDO,TE,85,771
2020-07-08,67014,CASTILENTI,TE,62,484
2020-07-08,67015,CELLINO ATTANASIO,TE,13,217
2020-07-08,67016,CERMIGNANO,TE,10,156
2020-07-08,67017,CIVITELLA DEL TRONTO,TE,1,392
2020-07-08,67018,COLLEDARA,TE,1,164
2020-07-08,67019,COLONNELLA,TE,21,138
2020-07-08,67021,CORROPOLI,TE,1,268
2020-07-08,67025,GIULIANOVA,TE,31,2667
2020-07-08,67026,ISOLA DEL GRAN SASSO D'ITALIA,TE,7,476
2020-07-08,67047,MARTINSICURO,TE,13,684
2020-07-08,67027,MONTEFINO,TE,25,222
2020-07-08,67028,MONTORIO AL VOMANO,TE,9,862
2020-07-08,67029,MORRO D'ORO,TE,1,247
2020-07-08,67030,MOSCIANO SANT'ANGELO,TE,3,716
2020-07-08,67031,NERETO,TE,8,573
2020-07-08,67032,NOTARESCO,TE,14,516
2020-07-08,67033,PENNA SANT'ANDREA,TE,7,129
2020-07-08,67035,PINETO,TE,62,1603
2020-07-08,67037,ROSETO DEGLI ABRUZZI,TE,29,1658
2020-07-08,67038,SANT'EGIDIO ALLA VIBRATA,TE,9,504
2020-07-08,67039,SANT'OMERO,TE,1,653
2020-07-08,67040,SILVI,TE,16,1156
2020-07-08,67041,TERAMO,TE,185,8723
2020-07-08,67043,TORRICELLA SICURA,TE,19,337
2020-07-08,67044,TORTORETO,TE,2,711
2020-07-08,67045,TOSSICIA,TE,2,111
2020-07-08,67046,VALLE CASTELLANA,TE,3,34
2020-07-08,67002,ANCARANO,TE,0,109
2020-07-08,67010,CASTEL CASTAGNA,TE,0,32
2020-07-08,67020,CONTROGUERRA,TE,0,129
2020-07-08,67022,CORTINO,TE,0,48
2020-07-08,67023,CROGNALETO,TE,0,73
2020-07-08,67024,FANO ADRIANO,TE,0,19
2020-07-08,67034,PIETRACAMELA,TE,0,18
2020-07-08,67036,ROCCA SANTA MARIA,TE,0,36
2020-07-08,67042,TORANO NUOVO,TE,0,91
