data,stato,codice_regione,denominazione_regione,codice_provincia,denominazione_provincia,sigla_provincia,codice_istat,denominazione_comune,lat,long,totale_casi
2020-03-19 18:00:00,ITA,13,Abruzzo,67,Teramo,TE,67018,Colledara,42.552228910934268,13.687199503293296,0
2020-03-19 18:00:00,ITA,13,Abruzzo,67,Teramo,TE,67019,Colonnella,42.864185067660195,13.875570304867921,0
2020-03-19 18:00:00,ITA,13,Abruzzo,67,Teramo,TE,67020,Controguerra,42.854897731789542,13.813201924236733,0
2020-03-19 18:00:00,ITA,13,Abruzzo,67,Teramo,TE,67021,Corropoli,42.827298309009301,13.853391791013342,0
2020-03-19 18:00:00,ITA,13,Abruzzo,67,Teramo,TE,67022,Cortino,42.629069590804050,13.497647031994546,0
2020-03-19 18:00:00,ITA,13,Abruzzo,67,Teramo,TE,67023,Crognaleto,42.566858446944430,13.472712681745522,0
2020-03-19 18:00:00,ITA,13,Abruzzo,67,Teramo,TE,67024,Fano Adriano,42.525080384293503,13.532534838743537,0
2020-03-19 18:00:00,ITA,13,Abruzzo,67,Teramo,TE,67025,Giulianova,42.741036138891246,13.941193360148660,0
2020-03-19 18:00:00,ITA,13,Abruzzo,67,Teramo,TE,67026,Isola del Gran Sasso d'Italia,42.486187659785308,13.638062191599163,0
2020-03-19 18:00:00,ITA,13,Abruzzo,67,Teramo,TE,67027,Montefino,42.556977076171307,13.892090437819444,3
2020-03-19 18:00:00,ITA,13,Abruzzo,67,Teramo,TE,67028,Montorio al Vomano,42.585408172146757,13.628361668637172,0
2020-03-19 18:00:00,ITA,13,Abruzzo,67,Teramo,TE,67029,Morro d'Oro,42.656299698393113,13.934128817706474,0
2020-03-19 18:00:00,ITA,13,Abruzzo,67,Teramo,TE,67030,Mosciano Sant'Angelo,42.741941610776941,13.887740669655649,0
2020-03-19 18:00:00,ITA,13,Abruzzo,67,Teramo,TE,67031,Nereto,42.818077943838588,13.812393825887765,0
2020-03-19 18:00:00,ITA,13,Abruzzo,67,Teramo,TE,67032,Notaresco,42.660663037308083,13.886066943979953,1
2020-03-19 18:00:00,ITA,13,Abruzzo,67,Teramo,TE,67033,Penna Sant'Andrea,42.585321201474024,13.765960076860134,0
2020-03-19 18:00:00,ITA,13,Abruzzo,67,Teramo,TE,67034,Pietracamela,42.497724472809608,13.542828316800247,0
2020-03-19 18:00:00,ITA,13,Abruzzo,67,Teramo,TE,67035,Pineto,42.607996915221719,14.040642043060348,9
2020-03-19 18:00:00,ITA,13,Abruzzo,67,Teramo,TE,67036,Rocca Santa Maria,42.673740905705543,13.492120727454761,0
2020-03-19 18:00:00,ITA,13,Abruzzo,67,Teramo,TE,67037,Roseto degli Abruzzi,42.680849994267824,13.979349692531905,1
2020-03-19 18:00:00,ITA,13,Abruzzo,67,Teramo,TE,67038,Sant'Egidio alla Vibrata,42.817656330278304,13.710206798584847,0
2020-03-19 18:00:00,ITA,13,Abruzzo,67,Teramo,TE,67039,Sant'Omero,42.788757774309758,13.821761333018072,0
2020-03-19 18:00:00,ITA,13,Abruzzo,67,Teramo,TE,67040,Silvi,42.552616811154870,14.096779776275593,3
2020-03-19 18:00:00,ITA,13,Abruzzo,67,Teramo,TE,67041,Teramo,42.658399631570269,13.710551726244097,5
2020-03-19 18:00:00,ITA,13,Abruzzo,67,Teramo,TE,67042,Torano Nuovo,42.821815677384762,13.776990381237207,0
2020-03-19 18:00:00,ITA,13,Abruzzo,67,Teramo,TE,67043,Torricella Sicura,42.666524472962777,13.602417711772180,1
2020-03-19 18:00:00,ITA,13,Abruzzo,67,Teramo,TE,67044,Tortoreto,42.798984728278278,13.910080899264278,0
2020-03-19 18:00:00,ITA,13,Abruzzo,67,Teramo,TE,67045,Tossicia,42.549139115788080,13.635772174711303,0
2020-03-19 18:00:00,ITA,13,Abruzzo,67,Teramo,TE,67046,Valle Castellana,42.729043093063488,13.502307603925656,0
2020-03-19 18:00:00,ITA,13,Abruzzo,67,Teramo,TE,67047,Martinsicuro,42.866112214085774,13.911277785166508,0
2020-03-19 18:00:00,ITA,13,Abruzzo,68,Pescara,PE,68001,Abbateggio,42.204032636802161,14.022259839644574,0
2020-03-19 18:00:00,ITA,13,Abruzzo,68,Pescara,PE,68002,Alanno,42.291094125709641,13.985385197499140,1
2020-03-19 18:00:00,ITA,13,Abruzzo,68,Pescara,PE,68003,Bolognano,42.214235309983621,13.950061141389545,0
2020-03-19 18:00:00,ITA,13,Abruzzo,68,Pescara,PE,68004,Brittoli,42.304891892049405,13.854217414796720,0
2020-03-19 18:00:00,ITA,13,Abruzzo,68,Pescara,PE,68005,Bussi sul Tirino,42.218491039418524,13.832944117301606,0
2020-03-19 18:00:00,ITA,13,Abruzzo,68,Pescara,PE,68006,Cappelle sul Tavo,42.468963951772025,14.104002164800230,2
2020-03-19 18:00:00,ITA,13,Abruzzo,68,Pescara,PE,68007,Caramanico Terme,42.150576349181222,14.029771758260679,1
2020-03-19 18:00:00,ITA,13,Abruzzo,68,Pescara,PE,68008,Carpineto della Nora,42.341394112842124,13.837013886231768,0
2020-03-19 18:00:00,ITA,13,Abruzzo,68,Pescara,PE,68009,Castiglione a Casauria,42.230449510448487,13.896871698445091,0
2020-03-19 18:00:00,ITA,13,Abruzzo,68,Pescara,PE,68010,Catignano,42.350910971961483,13.966348201920090,0
2020-03-19 18:00:00,ITA,13,Abruzzo,68,Pescara,PE,68011,Cepagatti,42.369130875958334,14.105452789071164,4
2020-03-19 18:00:00,ITA,13,Abruzzo,68,Pescara,PE,68012,Citta Sant'Angelo,42.512139699245473,14.061358323467505,15
2020-03-19 18:00:00,ITA,13,Abruzzo,68,Pescara,PE,68013,Civitaquana,42.339662417381248,13.920431781785858,0
2020-03-19 18:00:00,ITA,13,Abruzzo,68,Pescara,PE,68014,Civitella Casanova,42.378706434583165,13.882246375705153,7
2020-03-19 18:00:00,ITA,13,Abruzzo,68,Pescara,PE,68015,Collecorvino,42.464185606981317,14.039807267094504,2
2020-03-19 18:00:00,ITA,13,Abruzzo,68,Pescara,PE,68016,Corvara,42.276480963095516,13.870002603417165,0
2020-03-19 18:00:00,ITA,13,Abruzzo,68,Pescara,PE,68017,Cugnoli,42.309320793882677,13.938931600190978,0
2020-03-19 18:00:00,ITA,13,Abruzzo,68,Pescara,PE,68018,Elice,42.514810958776401,13.979134101569002,5
2020-03-19 18:00:00,ITA,13,Abruzzo,68,Pescara,PE,68019,Farindola,42.431748649789341,13.814105269782473,1
2020-03-19 18:00:00,ITA,13,Abruzzo,68,Pescara,PE,68020,Lettomanoppello,42.227515443772425,14.051417546647924,0
2020-03-19 18:00:00,ITA,13,Abruzzo,68,Pescara,PE,68021,Loreto Aprutino,42.411673265711649,13.974260692339879,3
2020-03-19 18:00:00,ITA,13,Abruzzo,68,Pescara,PE,68022,Manoppello,42.279984010241236,14.065226220327931,2
2020-03-19 18:00:00,ITA,13,Abruzzo,68,Pescara,PE,68023,Montebello di Bertona,42.417717319374503,13.861481416744082,1
2020-03-19 18:00:00,ITA,13,Abruzzo,68,Pescara,PE,68024,Montesilvano,42.493320145645825,14.141600271510034,19
2020-03-19 18:00:00,ITA,13,Abruzzo,68,Pescara,PE,68025,Moscufo,42.431526757146578,14.066134613886492,1
2020-03-19 18:00:00,ITA,13,Abruzzo,68,Pescara,PE,68026,Nocciano,42.339038158230160,13.997890748185402,1
2020-03-19 18:00:00,ITA,13,Abruzzo,68,Pescara,PE,68027,Penne,42.467565532264601,13.906295631337303,5
2020-03-19 18:00:00,ITA,13,Abruzzo,68,Pescara,PE,68028,Pescara,42.456074555984877,14.202822401582965,65
2020-03-19 18:00:00,ITA,13,Abruzzo,68,Pescara,PE,68029,Pescosansonesco,42.246299878450870,13.871455939577073,0
2020-03-19 18:00:00,ITA,13,Abruzzo,68,Pescara,PE,68030,Pianella,42.392368281441094,14.057168679280108,3
2020-03-19 18:00:00,ITA,13,Abruzzo,68,Pescara,PE,68031,Picciano,42.477763943024968,13.984568417872801,1
2020-03-19 18:00:00,ITA,13,Abruzzo,68,Pescara,PE,68032,Pietranico,42.283469226782344,13.913933499289652,0
2020-03-19 18:00:00,ITA,13,Abruzzo,68,Pescara,PE,68033,Popoli,42.170890013709688,13.838751786179737,0
2020-03-19 18:00:00,ITA,13,Abruzzo,68,Pescara,PE,68034,Roccamorice,42.189825275114096,14.065117203796296,0
2020-03-19 18:00:00,ITA,13,Abruzzo,68,Pescara,PE,68035,Rosciano,42.333855388601968,14.044798991391827,1
2020-03-19 18:00:00,ITA,13,Abruzzo,68,Pescara,PE,68036,Salle,42.153056976003093,13.943459738482193,0
2020-03-19 18:00:00,ITA,13,Abruzzo,68,Pescara,PE,68037,Sant'Eufemia a Maiella,42.104965732675005,14.035539289117279,0
2020-03-19 18:00:00,ITA,13,Abruzzo,68,Pescara,PE,68038,San Valentino in Abruzzo Citeriore,42.231503562195286,13.981800485374814,0
2020-03-19 18:00:00,ITA,13,Abruzzo,68,Pescara,PE,68039,Scafa,42.254801487241835,13.990741621357575,0
2020-03-19 18:00:00,ITA,13,Abruzzo,68,Pescara,PE,68040,Serramonacesca,42.237916815282468,14.096406068669795,0
2020-03-19 18:00:00,ITA,13,Abruzzo,68,Pescara,PE,68041,Spoltore,42.440590457405094,14.137538201291296,1
2020-03-19 18:00:00,ITA,13,Abruzzo,68,Pescara,PE,68042,Tocco da Casauria,42.195652445598967,13.912105187661377,0
2020-03-19 18:00:00,ITA,13,Abruzzo,68,Pescara,PE,68043,Torre de' Passeri,42.252560230007582,13.933457808639581,0
2020-03-19 18:00:00,ITA,13,Abruzzo,68,Pescara,PE,68044,Turrivalignani,42.265392003714481,14.025174438916316,0
2020-03-19 18:00:00,ITA,13,Abruzzo,68,Pescara,PE,68045,Vicoli,42.343563229309829,13.892471133233181,0
2020-03-19 18:00:00,ITA,13,Abruzzo,68,Pescara,PE,68046,Villa Celiera,42.383803611803295,13.845989954168914,0
2020-03-19 18:00:00,ITA,13,Abruzzo,69,Chieti,CH,69001,Altino,42.106095315246264,14.348976100829809,0
2020-03-19 18:00:00,ITA,13,Abruzzo,69,Chieti,CH,69002,Archi,42.080891667107316,14.384615086094232,0
2020-03-19 18:00:00,ITA,13,Abruzzo,69,Chieti,CH,69003,Ari,42.286455147520684,14.256174131710472,0
2020-03-19 18:00:00,ITA,13,Abruzzo,69,Chieti,CH,69004,Arielli,42.256803328154071,14.300861329787475,1
2020-03-19 18:00:00,ITA,13,Abruzzo,69,Chieti,CH,69005,Atessa,42.087701438167677,14.461042760463199,2
2020-03-19 18:00:00,ITA,13,Abruzzo,69,Chieti,CH,69006,Bomba,42.037730977793800,14.369530051554749,0
